qsrank	statename	overall	Fitness	Routine	Nutrition	Sleep	Weight	Diabetes	arts	engineering	life	natural	social	id
2539	Grundy	8.4543259	64.98422179	12.04621907	19.99822611	99.21218055	62.45090153	71.91745341	62.07258943	46.16823977	70.50319095	47.76476067	93.32619396	47139
2540	Hamblen	23.26606422	73.3694853	29.00218081	70.23516099	80.45693492	33.61181455	17.60870606	31.78024141	33.33509151	48.1952813	79.97727683	88.10540284	47141
2541	Hamilton	61.85322278	36.32514724	63.78471901	57.36553644	11.79280112	35.43637265	83.29413003	70.10141741	63.97678212	43.74704183	44.75021844	99.42360805	47143
2542	Hancock	6.436929157	59.27525079	68.76347007	31.86951836	67.12236794	16.96768862	52.30847568	76.00329048	14.64918969	55.3738233	53.67460261	73.1398214	47145
2543	Hardeman	70.00029412	28.18842571	99.23306437	42.28174037	77.48011565	52.47700571	24.18394246	81.12200465	79.2191408	23.95996938	15.84683975	11.90867781	47147
2544	Hardin	47.72625841	51.87350786	22.60644507	88.81044499	96.96466104	47.59635526	7.561025176	51.71509406	11.10092045	30.58525612	73.06531935	23.70638729	47149
2545	Hawkins	10.99774181	56.4140106	16.27004631	1.573093487	78.55935449	46.44676776	82.27022265	4.953109084	88.36481334	87.33921173	33.52630442	57.59942885	47151
2546	Haywood	69.31378132	37.42542481	0.060969027	5.90136401	33.65004549	12.05534491	62.67179187	16.5478033	24.78384637	48.02425896	24.47117535	55.51483421	47153
2547	Henderson	1.835547639	55.85340666	15.37872251	60.55611145	32.4048522	0.006512678	93.31790105	7.391797208	12.34728901	99.87378118	78.98813952	18.73195165	47155
2548	Henry	81.27229742	7.458864072	31.60771749	33.64056029	35.42320776	28.00656746	90.23980627	45.20891355	17.66483303	78.30179462	95.85630559	53.35046652	47157
2549	Hickman	34.39729862	10.2480809	91.69037143	94.64864498	36.97528465	94.86282786	71.76712477	49.99250848	15.04209958	44.78759944	46.49933342	49.37581423	47159
2550	Houston	19.58425899	34.6088696	79.17233347	27.95597922	13.23962061	3.098869346	85.41427709	6.237310795	98.56847003	12.18156212	10.53138595	56.76103443	47161
2551	Humphreys	7.621429144	52.59292068	45.3627679	27.64493422	81.83505406	22.5332508	54.06506008	41.85026357	63.2672933	90.98486541	58.13856177	75.38285119	47163
2552	Jackson	97.55676313	24.41953085	73.59895566	56.13741158	57.82159864	28.71767473	28.39296898	53.80794726	57.44245238	45.13716993	78.68885011	90.70915899	47165
2553	Jefferson	21.88855242	23.01033457	97.61795567	2.303965068	82.51853757	64.02225592	30.9760221	17.49891501	7.059929211	6.590747247	78.29909748	15.50718538	47167
2554	Johnson	83.18137882	51.22642582	31.30209391	45.15360079	44.3450878	85.93316167	98.86275198	25.4434779	91.64430269	33.90669311	72.50684781	84.7901177	47169
2555	Knox	40.80196778	75.57748871	66.25145525	50.18945174	41.9221373	82.07915685	95.01646072	12.88977349	65.13777391	92.54321786	47.59666925	9.92753815	47171
2556	Lake	47.55373789	29.00843534	67.48776128	54.4154965	25.54980962	57.37519319	60.70779918	50.49070236	86.05480286	89.8129977	85.56846223	94.36619494	47173
2557	Lauderdale	36.85468114	96.28541281	2.273981182	63.21965618	59.72849583	59.51601207	14.60677521	58.43752203	78.046001	90.50340075	27.18797781	4.50816896	47175
2558	Lawrence	83.19688334	83.34720297	62.35855086	40.30585159	26.39118301	27.54204958	9.698345843	98.50589628	79.92343356	87.39376406	29.41818741	57.84507851	47177
2559	Lewis	58.32232569	64.08025974	35.5057682	87.31502357	96.98054654	77.9673893	98.32712113	53.89922828	99.37137402	1.916313155	65.25042908	71.84090506	47179
2560	Lincoln	64.66401127	12.56151262	20.83961664	88.65734423	4.57619505	48.66525363	11.04573099	86.54749889	1.216051947	65.85789514	30.24482454	39.20420233	47181
2561	Loudon	30.78369886	46.03566662	85.27044599	1.851483207	76.2415202	67.3161668	62.28460361	35.23906568	54.32563186	87.9949127	31.71723382	14.29370034	47183
2562	Macon	22.98873426	67.70219992	57.12225817	60.56406646	70.56884582	97.33762341	79.44166691	35.47227039	38.30663215	25.09383539	49.35988666	98.44428576	47185
2563	Madison	31.47510919	24.18099782	43.18773951	19.89297481	17.39965818	3.698137772	11.11629715	93.23899817	45.67033689	42.61003108	72.17668858	5.400217888	47187
2564	Marion	72.37745964	68.92723802	11.43168028	51.64649616	70.77207789	41.7185967	99.21361898	34.34670031	17.33674394	48.06486604	30.75821989	50.87218407	47189
2565	Marshall	93.69365541	64.95640782	28.89260938	49.33734648	68.36887292	70.54149736	71.9157927	95.7955437	17.766685	15.36644881	21.85275458	12.96432949	48000
2566	Maury	64.62403715	77.11032721	63.27351903	80.06862152	7.996507928	57.09803437	54.66470943	50.07346701	70.37236596	2.474517003	75.55220127	66.86062852	48001
2567	Mcminn	80.96854978	38.71972845	5.589209544	99.74857169	18.65100079	74.04227941	93.26379557	6.607505058	8.6757846	14.22696973	98.49780845	64.90002813	48003
2568	Mcnairy	56.84515322	78.3042278	43.46527592	14.34806374	98.41267314	88.85944182	29.04635875	15.27155348	15.88188854	8.567789925	1.266493776	18.89362886	48005
2569	Meigs	30.04073733	1.580614354	77.40021847	61.79213086	17.55925846	38.98691958	36.44577118	95.95676798	91.21334772	9.067455451	52.23539397	49.58548646	48007
2570	Monroe	89.94778148	31.2597479	4.793668211	35.09800004	77.54473841	39.37889512	83.48684924	6.430775023	58.11872893	67.16915466	62.85599988	91.21547424	48009
2571	Montgomery	82.18109659	35.24948297	4.317374045	70.01284475	14.4352235	89.74313239	68.97885015	63.16695093	35.90119081	74.09455768	93.85080577	19.14432154	48011
2572	Moore	52.02911337	58.44120865	21.47528952	58.85048483	35.03917065	55.57917651	54.18671319	58.80678761	58.79689059	44.25892471	39.53777715	43.49741523	48013
2573	Morgan	91.45153746	65.47998336	78.13611186	73.76600698	80.95213313	41.98478064	59.91203646	44.71499299	26.65519245	9.112296552	63.9639215	58.95609879	48015
2574	Obion	7.007950051	2.671911238	60.5225911	35.35374696	6.202959829	2.474372082	19.80676554	9.898845883	99.38650212	2.539326317	53.77208281	95.8965597	48017
2575	Overton	21.3755589	98.38700814	27.65897646	66.599058	19.08386245	70.92139994	60.21156624	44.24386549	25.14928255	6.443198817	88.03257122	11.09261508	48019
2576	Perry	85.94593189	29.83463031	44.87852006	17.49328491	23.90308496	62.51915316	21.31240689	10.01486543	22.72949331	9.046025915	4.087716655	88.65113995	48021
2577	Pickett	36.18488086	91.62833678	55.24777851	18.72881813	75.88701177	12.88470379	42.4690707	30.61835603	45.79366541	8.510625279	48.77976274	41.64520307	48023
2578	Polk	47.36702242	24.81314457	64.39246543	42.07822048	40.54541973	54.80115487	46.87929899	42.49011223	23.62250024	47.23126197	72.0293302	31.82972502	48025
2579	Putnam	32.73420181	19.16634281	21.12126085	43.35032399	83.69621823	74.0035973	53.91318582	83.86099317	68.34775647	47.90905855	74.44770735	18.03601957	48027
2580	Rhea	3.07763381	28.91014472	2.974630842	17.44492595	65.54842006	97.22483705	49.0298519	2.356029886	42.68873922	18.80366791	68.94857351	4.33828063	48029
2581	Roane	66.86911552	99.52346136	68.19612169	46.41474595	13.95097938	5.708699178	80.99434936	88.98141079	35.26470621	26.22363038	24.03341071	18.14484958	48031
2582	Robertson	73.44145865	74.87704191	65.19809051	17.27409946	98.05134776	7.519840773	58.3367454	11.05874866	58.87729911	82.08703954	49.75884705	46.52858862	48033
2583	Rutherford	6.095732771	84.37659631	42.89042758	85.46780004	99.16410409	76.0463771	59.4169833	61.2194908	1.690899448	10.13763722	33.47583643	11.60661102	48035
2584	Scott	70.65166555	33.20189649	96.21753751	1.32621677	12.79420329	9.853521637	56.89375083	13.11132969	45.72531914	90.73205791	70.78473411	88.02723899	48037
2585	Sequatchie	98.43210496	22.42199028	15.96981254	73.10387319	11.78806401	2.998886531	53.28537475	20.77213146	65.21310558	12.45587583	96.84863123	41.24967596	48039
2586	Sevier	49.39590841	43.7175581	57.8451058	66.32439218	26.78125039	6.388627646	97.18073635	73.88381294	85.31760499	37.06828134	39.07680563	27.9321575	48041
2587	Shelby	49.11194495	1.845948826	2.116235944	94.67205082	30.94345949	32.48668457	71.40052808	83.375913	79.08140779	11.50048805	73.90363493	48.85800053	48043
2588	Smith	13.959625	81.83274553	86.42973302	10.02852989	57.91766696	52.99553532	51.3227981	91.65157515	65.63376682	51.49979219	13.85568185	17.53225927	48045
2589	Stewart	77.48131388	88.4905315	41.43568173	52.33615632	79.25845455	71.57296161	77.96990846	20.51471719	43.25287272	20.29608267	47.7534216	8.544270747	48047
2590	Sullivan	52.05156702	25.15114279	23.88646141	78.88512816	66.9712036	93.41187855	45.53527985	92.75155734	45.7046893	95.49851347	88.37971367	99.78065758	48049
2591	Sumner	65.24903733	60.23976229	77.96880044	23.0307977	71.95605046	71.99467649	47.54143888	3.096312668	73.57907579	41.43956322	83.41102441	78.87687814	48051
2592	Tipton	79.22505734	27.23345062	82.71045754	12.27120992	13.65838933	7.242259491	9.847787047	99.28463961	97.3570094	13.36469213	26.39674308	1.059885575	48053
2593	Trousdale	18.0609894	5.934785221	74.30363163	9.149085772	34.81821224	22.1354634	72.83958069	99.97156327	49.06995063	37.67802131	61.89422702	87.51890779	48055
2594	Unicoi	57.29036271	25.85268568	49.9273069	58.09738229	76.37779702	58.76459391	6.891162147	92.9082917	30.66867072	5.444122238	57.03957927	31.94471172	48057
2595	Union	40.17465147	29.27503142	12.78623393	39.11818582	23.65140227	3.997215612	38.30667525	94.31367589	55.81750077	6.539115598	18.70403374	37.09065444	48059
2596	Van Buren	93.74416766	52.05842793	85.18326573	69.5542779	54.00587857	70.1218861	73.73113586	87.30222372	52.24981121	50.36802824	77.27751161	78.89835397	48061
2597	Warren	49.44616402	11.54599352	43.59267464	87.84879379	7.605226287	79.21535195	15.48549836	26.48251121	58.74621672	43.56701939	7.2029479	50.03814335	48063
2598	Washington	59.04390218	97.5472521	70.2818643	19.70870245	56.46385534	34.75539019	4.064283008	71.97113872	26.6955306	13.03003766	56.04083602	31.09302118	48065
2599	Wayne	33.02608689	98.53778277	89.93697709	75.01821611	78.13115986	56.62104414	22.98968002	27.41462346	76.23051776	61.90036987	87.56547236	69.2044831	48067
2600	Weakley	30.10378749	80.92007367	61.81349292	15.18824836	15.1719921	34.91201583	1.297248524	33.73665609	9.106710306	87.43634894	84.52498226	0.47634915	48069
2601	White	72.21274601	83.03229015	95.93725116	10.90995926	89.69555369	50.22323551	53.37037553	20.03394759	4.117332326	95.40520136	66.54527055	75.04599397	48071
2602	Williamson	16.12892649	68.694326	86.01588496	96.29323252	4.241703444	97.61906299	65.22506963	3.179906038	18.73906232	4.944852899	15.09747929	61.63704981	48073
2603	Wilson	95.02503567	40.98969222	22.73475113	85.85991185	54.79262484	78.78193919	78.10553356	93.94188343	37.6772707	54.46455347	2.229930655	6.14491989	48075
2604	Anderson	8.908676883	11.67306302	11.34225474	9.37675422	0.019114191	63.36746077	32.1598881	63.49862942	92.62679032	30.47075413	97.81619638	83.88190084	48077
2605	Andrews	51.05470454	84.94256477	28.96144279	99.28976065	49.54030557	80.08117235	88.0425995	86.10522139	4.287830677	44.63282646	9.188578575	53.43299261	48079
2606	Angelina	90.41789435	51.82029963	41.91697376	53.18780191	46.9580666	15.13549263	24.35973731	24.26041514	14.41216074	93.79302592	52.80818584	8.330766898	48081
2607	Aransas	79.42557384	80.86929327	42.94666138	79.24675368	69.70566826	64.97134739	12.05453816	98.16995979	68.37449697	58.69545709	0.126616162	49.31952641	48083
2608	Archer	73.91645351	1.318428996	28.6637212	3.032925212	75.70654756	53.9428674	94.59408207	77.3240928	57.00410356	46.74389019	92.79733599	60.93607103	48085
2609	Armstrong	5.565422834	57.67458904	91.27720528	93.9251783	93.60235895	0.673250226	58.8876631	4.854577155	41.92457719	35.75912829	86.06693782	52.29002522	48087
2610	Atascosa	86.74009904	21.2121716	37.27270413	19.05652886	18.45454503	97.29220778	21.11910002	42.72642975	13.26914949	88.37391799	78.78053316	7.735270233	48089
2611	Austin	91.26985938	6.816227605	91.57781276	75.60993937	23.30525781	10.88030389	83.64687931	10.78915259	8.21832297	57.00698024	85.66558908	67.51925951	48091
2612	Bailey	17.17052569	79.09831413	19.90417095	3.393123871	87.58662867	48.59268806	4.717611244	62.22892105	23.84569343	78.72435262	11.22881343	75.36621081	48093
2613	Bandera	13.20819438	17.72027755	31.57728237	4.891061401	90.75654057	49.44338152	19.48119343	51.66934884	97.67438193	29.95090737	38.89408334	99.13995482	48095
2614	Bastrop	52.52697865	50.50989893	45.43662751	75.65064315	16.07878298	36.20222718	24.63917308	65.03446737	74.38241532	54.52259636	37.05139068	25.48870874	48097
2615	Baylor	68.6445139	34.49964136	6.06333772	12.75721753	33.76931493	49.69480853	10.48155416	16.98515148	64.53274705	6.248298245	48.50395704	34.09926847	48099
2616	Bee	78.64577647	71.82313106	91.54124874	25.56225943	1.328523706	81.2032722	64.82744686	4.464436595	10.19476612	34.21535366	10.44908013	32.91340978	48101
2617	Bell	55.40301037	3.656303298	8.351639047	87.54051265	20.98127968	27.1061827	85.47240225	21.74217477	41.48732994	16.10989426	48.25654858	95.98338593	48103
2618	Bexar	92.17144541	30.51588038	60.27424055	57.02595238	19.20869868	83.2312854	51.98760106	18.35023213	94.6957055	78.98819806	23.48583723	34.76512312	48105
2619	Blanco	0.399062901	72.60660065	78.89559439	15.54514799	43.46466904	18.2930509	16.38889265	12.76819672	31.83680705	60.15160901	76.23980333	13.38027206	48107
2620	Borden	70.29676514	97.99948049	95.60683052	36.36225755	83.45756692	78.60043222	75.27931032	46.93774613	11.22880397	47.60722497	65.72553146	53.57273923	48109
2621	Bosque	78.31999186	78.13255226	28.1185956	25.11112588	31.20935669	84.62363887	19.8663583	62.91038271	68.00203355	51.58510046	21.99567887	72.78903167	48111
2622	Bowie	36.7802083	33.24900985	17.77805061	89.14007792	94.24918707	95.56437926	6.20846611	22.51686461	22.72454179	13.84372431	95.48187541	23.13766463	48113
2623	Brazoria	43.22937403	44.94665982	48.35686858	60.78302544	62.48010705	59.53698877	33.60245408	39.69391542	33.22579178	85.3345395	52.48582016	39.08868853	48115
2624	Brazos	92.66082784	11.71990154	76.89544993	29.5268101	77.96857996	92.44704609	79.01262476	74.7175876	44.74595962	17.54126566	28.99566676	1.726132255	48117
2625	Brewster	31.03012639	61.28106246	58.98193648	75.45553989	99.65705885	64.15064525	56.86525434	51.74070387	43.31662651	1.56060942	13.44904397	61.00975942	48119
2626	Briscoe	46.97165428	1.314823614	61.95127171	82.08849557	15.6988688	10.56327122	93.20010273	57.9482154	10.14948036	43.92608051	74.99129698	5.414465865	48121
2627	Brooks	34.27762401	23.62956939	47.97513552	73.05555378	27.42346921	74.01352566	11.1617327	1.036101309	44.7862686	99.28209826	80.46998874	66.68437317	48123
2628	Brown	31.22129517	83.65679203	20.03979963	74.33099541	65.3762648	4.602869554	83.48970382	88.85991889	74.99876801	69.21789076	31.06545276	27.40614903	48125
2629	Burleson	36.56026527	29.19248094	25.00992448	68.82656894	32.39320681	13.80786085	97.20113465	71.13921666	39.54972591	6.911205108	96.33345223	86.40149794	48127
2630	Burnet	90.67245414	6.252103039	72.42428212	47.94173811	99.91702155	53.29815556	71.57195375	43.248943	96.27681917	71.96018744	45.33329781	55.1794349	48129
2631	Caldwell	97.50786538	76.44792325	65.94680161	78.45685142	83.1722538	97.59087934	22.6105209	74.91753886	65.55895194	21.51890447	99.52950912	36.40706953	48131
2632	Calhoun	50.5270985	21.88390779	74.90761533	46.41246195	61.10491968	91.10935569	92.38084801	40.78104391	22.63229489	56.41331783	59.24967506	46.8387408	48133
2633	Callahan	68.8925705	95.2654826	55.46833877	87.28686495	45.02852233	48.00883243	25.8322081	63.261514	37.03684352	50.51838933	10.62408835	82.21517348	48135
2634	Cameron	6.680234508	13.06000488	70.21317287	55.30174416	34.01644164	17.53497924	95.88334748	90.74022861	75.89918681	68.49411157	75.18831921	50.3034767	48137
2635	Camp	10.3009243	4.328537292	13.00199638	65.58381536	3.258979548	53.92406838	85.22460462	78.44637277	21.32336059	3.984359339	13.81433162	76.28200671	48139
2636	Carson	78.12610558	13.69792715	4.535600746	83.98399194	34.69532649	80.34755775	65.22677966	46.69801611	77.53620746	41.12433868	9.775430512	96.95217086	48141
2637	Cass	1.682573256	35.39016786	4.006142516	19.7502505	81.02124374	31.26649504	55.42203296	34.038743	16.01597408	74.28615582	24.38102456	29.91956698	48143
2638	Castro	6.388484896	87.91625548	71.74498181	20.45362519	32.92975783	83.28473465	7.165507582	90.06266823	15.47327802	19.9594881	70.21854407	65.3247441	48145
2639	Chambers	64.9920871	51.98626696	34.22650025	99.36874478	63.93759004	18.07442004	2.836891072	49.63914016	85.07236	95.93977687	16.13195753	70.5437458	48147
2640	Cherokee	79.20497708	45.12977635	16.6211025	78.87032201	87.2933639	87.69290818	59.38633715	35.85190117	12.85625429	13.00837037	23.01500028	7.258316917	48149
2641	Childress	52.55156564	75.75707664	42.52658756	76.05771865	31.38541165	41.08778692	59.1547404	51.36213112	12.00056149	27.62631029	49.80210848	72.68871654	48151
2642	Clay	32.65845052	40.12149844	16.76222099	47.5332667	25.44579281	59.44045023	54.27805271	97.95695741	27.75437515	18.39593197	43.58381046	55.50414603	48153
2643	Cochran	36.83969631	94.96915411	2.253674107	33.95060321	96.01094408	14.83351617	19.18854326	67.59273557	31.87255643	5.297399863	22.24986236	96.36209184	48155
2644	Coke	81.44381056	59.95671721	56.66181177	14.99940202	18.49264105	40.94580894	49.00971201	27.37508897	58.50205686	34.69813213	83.21878337	16.58790635	48157
2645	Coleman	28.56283674	8.115807757	42.73967759	83.63945948	5.480901704	93.70514274	15.85968047	55.93353708	5.646650726	11.19666234	38.72990693	22.29322139	48159
2646	Collin	43.56142807	15.59734779	36.98305051	38.31666098	19.40506114	14.18938779	6.418070823	42.08502667	70.31360582	34.87524663	12.91578792	6.322491033	48161
2647	Collingsworth	91.51452862	73.04843766	85.63753391	59.52623025	3.48870921	49.79646585	2.566610337	22.48889927	66.40190741	17.17425648	86.44649178	85.18684745	48163
2648	Colorado	70.23170976	35.80599657	11.30659967	80.71329846	56.32005896	28.80572471	86.5856744	56.13386592	82.32774923	20.83051949	3.968979637	84.0472711	48165
2649	Comal	65.85175535	14.77062818	94.58478687	41.07966937	58.08717131	31.63662899	50.63741765	77.05863531	62.92157524	99.77993281	4.268879641	61.25219381	48167
2650	Comanche	61.68755687	50.40654763	47.39084976	22.2265179	58.30572168	67.05732913	20.59756341	91.28877816	10.8844812	84.33959032	2.48623232	12.88066567	48169
2651	Concho	59.17058919	30.53612144	72.23072837	79.25067452	45.76219283	63.28233475	91.81112056	17.70411376	66.45576595	2.895134952	80.69878872	26.80271701	48171
2652	Cooke	42.65751423	78.34873786	11.74061158	58.28397519	16.29758253	23.29309318	30.38408792	68.34188281	96.65137958	44.6884931	22.24545538	9.987389764	48173
2653	Coryell	10.71744429	55.28491333	93.09417868	99.58252904	2.23363673	49.13013423	74.42092309	75.15567709	58.2445091	57.50237978	84.07259659	7.113868192	48175
2654	Cottle	1.004754003	81.72807137	3.540761613	77.25465086	45.39480949	5.568906828	48.76758393	50.42616412	1.485563016	89.76385434	37.29924379	61.71256765	48177
2655	Crane	27.21676772	81.28990802	18.11298539	53.14693983	7.076438553	68.07024255	52.53377218	85.09560425	13.29775641	97.14981396	44.66794696	38.53767526	48179
2656	Crockett	90.77875787	76.00899743	23.07924062	80.8886639	71.09374122	90.48020826	52.81644079	50.25822154	23.30587816	57.90916576	38.06958289	12.17993972	48181
2657	Crosby	49.27146287	57.15556406	59.21934145	16.89229131	94.71195962	71.77065731	48.46116607	23.76883556	92.92594086	28.51155791	9.047994693	48.47356913	48183
2658	Culberson	73.2170601	7.506329505	21.23661239	32.42476641	81.57225786	54.82044247	7.043417842	6.553588975	15.29266862	50.39128506	92.12439758	41.91572784	48185
2659	Dallam	98.7745629	56.99751369	78.23540891	59.55464084	82.37569399	99.27143444	67.20975422	40.51981851	93.58401722	9.439676542	35.22313052	66.52951565	48187
2660	Dallas	5.196223625	29.08218257	45.56605567	32.19094445	55.83678834	30.91645958	49.50683943	83.7935039	92.15665357	32.42898561	54.67095421	27.44438233	48189
2661	Dawson	46.95519686	77.48094027	3.017340018	61.9507214	59.48904575	94.89550621	50.79793538	5.084579405	32.7869489	19.22606019	48.68336275	25.71354121	48191
2662	De Witt	67.05688954	4.538303307	98.06814991	33.51705541	97.59981496	76.82474569	87.76981278	28.22325041	46.87913278	11.58726821	58.27470861	48.46357461	48193
2663	Deaf Smith	61.66201789	66.80877243	55.3615147	53.06412634	92.35670509	34.45554768	81.18706041	14.77252282	57.76602217	4.079529207	78.14801872	46.1689367	48195
2664	Delta	57.56537326	53.67779294	25.79083225	80.95968794	6.793858336	45.99087671	56.07727045	71.88588036	11.45577068	90.61230132	82.78747621	43.54356544	48197
2665	Denton	7.666921826	36.64764117	49.83883907	91.55212793	35.46644968	85.03905938	49.73714515	83.30179928	14.76572391	72.26998001	78.75294974	98.61487408	48199
2666	Dickens	40.96311078	16.70447973	65.92461343	57.74344034	20.05585697	83.11979912	68.70969292	47.91281154	95.12669005	48.18055473	47.45633939	67.61919462	48201
2667	Dimmit	69.73301121	89.28113619	80.42451414	19.1717417	27.6965479	88.12801437	0.0597353	25.97747251	27.4577006	39.99413796	7.098011163	71.97803462	48203
2668	Donley	78.50975138	66.22794193	63.67548665	81.99014406	36.84900282	99.42984906	84.6583577	65.87053152	7.707818085	69.15353244	31.65285941	54.66935151	48205
2669	Duval	76.70360549	56.49056302	91.72884803	31.0429904	94.36556842	12.83949863	13.85818327	89.99285051	49.37295591	31.72709373	90.61871294	18.35323407	48207
2670	Eastland	31.75650329	41.62372548	6.123864693	98.07116945	70.47227726	88.48585324	73.09686485	89.08766788	12.2846944	1.009006865	21.70603143	2.904703586	48209
2671	Ector	72.78720396	85.79975937	70.24808735	79.79279003	56.55047132	46.41764555	96.55249848	98.06736153	21.36110773	68.0850221	20.91333177	53.7612599	48211
2672	Edwards	83.23597531	48.69749332	67.00917347	47.81263795	71.43626169	2.210054812	53.98214493	99.72898621	2.798086791	44.26792881	20.48280978	60.59535027	48213
2673	El Paso	15.69242976	70.66977101	99.86057321	62.23845693	83.03690124	25.2190838	81.18672409	26.00350402	73.57384272	21.7779889	76.72682975	25.79081006	48215
2674	Ellis	96.40887038	55.35332862	10.38950751	38.29236008	29.80617684	37.49457694	97.07396519	14.66115846	58.81201448	4.388730664	56.08046912	11.19855202	48217
2675	Erath	24.01931588	7.70890941	52.02786811	92.75222943	31.39282357	65.75218586	79.92402284	6.551287932	50.69695188	14.53465906	3.122450284	70.55007027	48219
2676	Falls	47.4347031	77.4185838	83.92383	95.52096224	83.36481893	4.049025014	24.53627882	88.4863399	93.4697794	69.09706637	92.17038944	42.11507148	48221
2677	Fannin	20.74224786	20.25955439	82.69049575	38.0297338	10.15584621	9.500189635	34.90131108	44.76118639	63.7905176	19.49645736	85.44201756	99.81617982	48223
2678	Fayette	70.37026621	15.86416763	52.74239625	77.40162372	70.09957351	84.82530752	93.18366804	68.20343089	12.35853241	74.48452231	86.067841	72.51440471	48225
2679	Fisher	40.25428864	76.94118419	10.57363693	58.97708463	0.505862579	44.81134795	69.47989559	31.68164362	53.55770939	91.49042281	82.91650737	75.86693571	48227
2680	Floyd	81.66679006	16.11853658	88.5384698	20.62958186	60.78778036	4.431281002	63.41998978	13.84593335	37.55419651	40.02037627	39.86057501	85.61666698	48229
2681	Foard	64.5477179	16.19467658	4.511072006	7.022072344	44.59647889	67.81486816	90.18030597	66.8896225	91.72337685	32.71697302	88.84042993	56.20043398	48231
2682	Fort Bend	22.82309738	52.61471629	27.87290013	21.88472434	66.82066322	97.83403983	17.29841091	65.0939172	82.92190791	52.77282396	54.06703029	47.69111876	48233
2683	Franklin	97.26944867	17.54517886	76.55712726	64.22939242	68.0802925	42.60795206	50.47490434	4.986028108	9.604185245	42.96970498	9.321819339	46.82280953	48235
2684	Freestone	74.55693799	1.646461512	8.196981811	69.54944155	25.77423602	53.9411009	45.84197281	75.4522751	86.01510396	30.45810368	34.16522438	33.95709738	48237
2685	Frio	99.39863097	42.37374388	61.9133597	95.32779038	98.48509721	21.1938493	84.690598	6.498882392	6.527203166	32.94976758	48.93142156	15.09728599	48239
2686	Gaines	33.66195316	37.43697381	13.70084948	95.40522058	23.95437276	47.99644719	32.49641137	57.12886486	99.77759331	83.32320092	77.95413839	89.26162626	48241
2687	Galveston	31.17052676	45.55842627	42.14959708	77.76090276	95.10643679	52.46679079	86.77184855	27.28489675	22.3065878	88.703181	50.82011405	0.206832359	48243
2688	Garza	42.8169034	83.57807236	91.89692647	38.40012626	92.79678622	6.649911664	82.15420509	70.45451327	83.52319101	14.44239583	82.0787865	15.34848072	48245
2689	Gillespie	39.5519878	87.21080019	99.69181939	41.36812899	88.04133576	35.07711389	77.33266156	72.08561878	14.8839301	76.49375033	77.08817042	45.25859533	48247
2690	Glasscock	99.02270281	58.65359032	9.363591081	39.17214513	3.70615747	16.51543683	53.94292719	92.4697917	26.7498739	77.1745376	91.81364314	84.54488296	48249
2691	Goliad	17.01115792	80.08373331	41.35785973	31.11175583	9.88214934	19.89351573	42.93132717	40.54599936	43.83644583	40.43004667	56.69619116	46.84271389	48251
2692	Gonzales	24.71489754	22.30316676	24.70750351	24.80858905	63.94967175	66.75091403	24.55718124	77.57400177	18.39200064	43.85049747	83.07002892	85.00472847	48253
2693	Gray	4.617621747	34.22527442	20.65506887	58.59934841	29.60513138	76.17282729	76.90984391	2.576393359	69.83304881	44.19658696	15.98752759	80.74735787	48255
2694	Grayson	86.54504314	97.60672566	14.88539458	34.46621664	11.17860006	93.81760645	0.846578166	1.693215768	8.797506821	27.70064295	86.11290123	36.93566956	48257
2695	Gregg	54.80803363	66.26145846	7.719296433	68.13985304	3.013568118	78.65382959	65.63669934	36.26320686	68.84359907	28.71399088	11.29666893	63.95925379	48259
2696	Grimes	56.11090042	69.14481204	26.07754466	28.93147451	47.89380412	68.92680096	70.24060385	48.82838519	15.67462361	35.74979764	6.177249451	93.12228015	48261
2697	Guadalupe	10.82930477	50.15469336	59.69926718	57.79188505	17.09851239	31.47686162	64.31492536	20.95446902	30.15574065	31.28851662	12.40041722	93.1072219	48263
2698	Hale	53.94520208	74.64421015	80.42384369	42.10031008	41.12148135	1.279879413	13.87728722	79.56667153	44.7159073	63.35989823	98.23760591	66.42596381	48265
2699	Hall	26.09739526	94.79410605	55.86432681	92.29839175	89.13170672	17.32596656	7.957603184	84.95180796	97.03718857	79.45998754	25.97241829	84.40860498	48267
2700	Hamilton	7.523210295	0.700109034	94.31303114	1.226731102	94.28874403	1.072405714	26.94180926	96.18684552	86.91989072	54.85218309	82.84735664	62.04407212	48269
2701	Hansford	2.083824596	39.41137928	87.10468506	87.66794301	25.99106613	65.58644834	98.39374818	88.20634771	18.41506063	42.36085724	26.08581942	23.27662911	48271
2702	Hardeman	64.72046514	43.52294679	28.06555758	64.79712066	50.01750414	12.14980611	7.251456986	6.454669615	25.05271457	13.02652262	30.37060501	98.23576325	48273
2703	Hardin	71.8307402	17.79790169	40.93935838	59.42697614	46.26070521	3.735098918	51.43755618	65.41533358	45.57420888	73.21732722	50.89576607	25.12955295	48275
2704	Harris	47.72710625	74.90489678	23.98499106	20.5228454	48.51045319	78.83138937	31.53818866	34.95908771	25.3349719	43.77073825	84.38949387	7.748776274	48277
2705	Harrison	15.86959232	27.12042199	17.31870559	27.25465344	55.73854304	63.4034086	14.84433	78.83306886	77.08376444	13.13440295	10.91385689	59.13567189	48279
2706	Hartley	31.93336813	59.82432571	42.59297544	43.32596385	63.7846912	73.33506683	4.078253674	22.13186448	0.90661153	17.10879659	43.74470291	94.21996346	48281
